"1","0000","IBM INTERNAL      ","ZF","IBM INTERNAL      ","Z","Exclusions","21","Unassigned          ","UNAS",,"USA ","2016-07-04-05.06.14.067356"
"578","7721","LIFE SCIENCES - NETGEN     ","XW","Life Sciences NetGen     ","X","Life Sciences","8C","Life Sciences       ","PUB ","Public","WWW ","2016-07-04-05.06.14.067356"
"579","8010","PRIMARY EDUCATION      ","ER","Basic/Secondary Education    ","E","Education","40","Education           ","PUB ","Public","USU ","2016-04-05-16.17.59.906441"
"580","8010","PRIMARY EDUCATION      ","ER","Basic/Secondary Education    ","E","Education","40","Education           ","PUB ","Public","WWW ","2016-07-04-05.06.14.067356"
"581","8021","GENERAL SECONDARY EDUCATION     ","ER","Basic/Secondary Education    ","E","Education","40","Education           ","PUB ","Public","USU ","2016-04-05-16.17.59.906441"
"582","8021","GENERAL SECONDARY EDUCATION     ","ER","Basic/Secondary Education    ","E","Education","40","Education           ","PUB ","Public","WWW ","2016-07-04-05.06.14.067356"
"583","8022","TECHNICAL AND VOCATIONAL SECONDARY EDUCATION  ","ER","Basic/Secondary Education    ","E","Education","40","Education           ","PUB ","Public","USU ","2016-04-05-16.17.59.906441"
"584","8022","TECHNICAL AND VOCATIONAL SECONDARY EDUCATION  ","ER","Basic/Secondary Education    ","E","Education","40","Education           ","PUB ","Public","WWW ","2016-07-04-05.06.14.067356"
"585","8030","HIGHER EDUCATION      ","EA","Higher Education     ","E","Education","40","Education           ","PUB ","Public","USU ","2016-04-05-16.17.59.906441"
"586","8030","HIGHER EDUCATION      ","EA","Higher Education     ","E","Education","40","Education           ","PUB ","Public","WWW ","2016-07-04-05.06.14.067356"
"587","8090","ADULT AND OTHER EDUCATION     ","EA","Higher Education     ","E","Education","40","Education           ","PUB ","Public","USU ","2016-04-05-16.17.59.906441"
"588","8090","ADULT AND OTHER EDUCATION     ","EA","Higher Education     ","E","Education","40","Education           ","PUB ","Public","WWW ","2016-07-04-05.06.14.067356"
"589","8511","HOSPITAL ACTIVITIES      ","HA","Integrated Healthcare Systems / Hospitals  ","H","Healthcare","11","Healthcare          ","PUB ","Public","USU ","2016-04-05-16.17.59.906441"
"590","8511","HOSPITAL ACTIVITIES      ","HA","Integrated Healthcare Systems / Hospitals  ","H","Healthcare","11","Healthcare          ","PUB ","Public","WWW ","2016-07-04-05.06.14.067356"
"591","8512","MEDICAL AND DENTAL PRACTICE ACTIVITIES   ","HB","Physicians / Clinics     ","H","Healthcare","11","Healthcare          ","PUB ","Public","USU ","2016-04-05-16.17.59.906441"
"592","8512","MEDICAL AND DENTAL PRACTICE ACTIVITIES   ","HB","Physicians / Clinics     ","H","Healthcare","11","Healthcare          ","PUB ","Public","WWW ","2016-07-04-05.06.14.067356"
"593","8519","OTHER HUMAN HEALTH ACTIVITIES    ","HE","Healthcare Other     ","H","Healthcare","11","Healthcare          ","PUB ","Public","USU ","2016-04-05-16.17.59.906441"
"594","8519","OTHER HUMAN HEALTH ACTIVITIES    ","HE","Healthcare Other     ","H","Healthcare","11","Healthcare          ","PUB ","Public","WWW ","2016-07-04-05.06.14.067356"
"595","8520","VETERINARY ACTIVITIES     ","DL","CP - General Processing    ","D","Consumer Products","18","ConsumerPackageGoods","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"596","8520","VETERINARY ACTIVITIES     ","DL","CP - General Processing    ","D","Consumer Products","18","ConsumerPackageGoods","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"597","8531","SOCIAL WORK WITH ACCOMMODATION    ","WQ","Wholesale - Services     ","W","Wholesale Distribution & Services","18","ConsumerPackageGoods","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"598","8531","SOCIAL WORK WITH ACCOMMODATION    ","WQ","Wholesale - Services     ","W","Wholesale Distribution & Services","18","ConsumerPackageGoods","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"599","8532","SOCIAL WORK WITHOUT ACCOMMODATION    ","GA","Fin. & Admin, State/Prov./Reg.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USU ","2016-04-05-16.17.59.906441"
"600","8532","SOCIAL WORK WITHOUT ACCOMMODATION    ","GA","Fin. & Admin, State/Prov./Reg.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","WWW ","2016-07-04-05.06.14.067356"
"601","8800","SEWAGE & REFUSE DISPOSAL, SANITATION, ETC   ","UE","Waste       ","U","Energy & Utilities","12","Energy & Utilities  ","COMM","Communications","USA ","2016-07-04-05.06.14.067356"
"602","8801","ACTIVITIES OF BUSINESS/EMPLOYERS ORGANIZATION  ","KZ","Associations      ","K","Media & Entertainment","05","Media&Entertainment ","COMM","Communications","USA ","2016-07-04-05.06.14.067356"
"603","8802","ACTIVITIES OF PROFESSIONAL ORGANIZATIONS   ","KZ","Associations      ","K","Media & Entertainment","05","Media&Entertainment ","COMM","Communications","WWA ","2016-07-04-05.06.14.067356"
"604","8803","ACTIVITIES OF TRADE UNIONS     ","KZ","Associations      ","K","Media & Entertainment","05","Media&Entertainment ","COMM","Communications","USA ","2016-07-04-05.06.14.067356"
"605","8804","ACTIVITIES OF RELIGIOUS ORGANIZATIONS   ","KZ","Associations      ","K","Media & Entertainment","05","Media&Entertainment ","COMM","Communications","USA ","2016-07-04-05.06.14.067356"
"606","8805","ACTIVITIES OF POLITICAL ORGANIZATIONS   ","KZ","Associations      ","K","Media & Entertainment","05","Media&Entertainment ","COMM","Communications","USA ","2016-07-04-05.06.14.067356"
"607","8806","ACTIVITIES OF OTHER MEMBERSHIP ORGANIZATIONS  ","KZ","Associations      ","K","Media & Entertainment","05","Media&Entertainment ","COMM","Communications","WWA ","2016-07-04-05.06.14.067356"
"608","8807","MOTION PICTURE/VIDEO PRODUCTION/DISTRIBUTION  ","KC","Entertainment      ","K","Media & Entertainment","05","Media&Entertainment ","COMM","Communications","USA ","2016-07-04-05.06.14.067356"
"609","8808","MOTION PICTURE PROJECTION     ","KC","Entertainment      ","K","Media & Entertainment","05","Media&Entertainment ","COMM","Communications","USA ","2016-07-04-05.06.14.067356"
"610","8809","RADIO AND TELEVISION ACTIVITIES    ","KB","Broadcast      ","K","Media & Entertainment","05","Media&Entertainment ","COMM","Communications","WWA ","2016-07-04-05.06.14.067356"
"611","8810","DRAMATIC ARTS, MUSIC & OTHER ARTS ACTIVITIES  ","KC","Entertainment      ","K","Media & Entertainment","05","Media&Entertainment ","COMM","Communications","USA ","2016-07-04-05.06.14.067356"
"612","8811","OTHER ENTERTAINMENT ACTIVITIES N.E.C.   ","KC","Entertainment      ","K","Media & Entertainment","05","Media&Entertainment ","COMM","Communications","USA ","2016-07-04-05.06.14.067356"
"613","8812","NEWS AGENCY ACTIVITIES     ","KD","Printing & Publishing     ","K","Media & Entertainment","05","Media&Entertainment ","COMM","Communications","USA ","2016-07-04-05.06.14.067356"
"614","8813","LIBRARY AND ARCHIVES ACTIVITIES    ","EA","SOC. SERVICES, STATE/PROV./REG.","E","Education","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"615","8814","MUSEUM ACTIVITIES & PRESERVATION HIST. SITES  ","KZ","Associations      ","K","Media & Entertainment","05","Media&Entertainment ","COMM","Communications","USA ","2016-07-04-05.06.14.067356"
"616","8815","BOTANICAL/ZOOLOGICAL & NATURE RESERVE ACTIV.  ","KZ","Associations      ","K","Media & Entertainment","05","Media&Entertainment ","COMM","Communications","USA ","2016-07-04-05.06.14.067356"
"617","8816","SPORTING ACTIVITIES      ","KE","Sports       ","K","Media & Entertainment","05","Media&Entertainment ","COMM","Communications","WWA ","2016-07-04-05.06.14.067356"
"618","8817","OTHER RECREATIONAL ACTIVITIES    ","KC","Entertainment      ","K","Media & Entertainment","05","Media&Entertainment ","COMM","Communications","USA ","2016-07-04-05.06.14.067356"
"619","8888","UNASSIGNED       ","ZZ","IBM INTERNAL      ","Z","Exclusions","21","Unassigned          ","UNAS",,"USU ","2016-04-05-16.17.59.906441"
"620","8888","UNASSIGNED       ","ZZ","IBM INTERNAL      ","Z","Exclusions","21","Unassigned          ","UNAS",,"WWW ","2016-07-04-05.06.14.067356"
"621","8889","ACTIV NOT ADQU DESC","ZZ","IBM INTERNAL      ","Z","Exclusions","21","Unassigned          ","UNAS",,"USU ","2016-04-05-16.17.59.906441"
"622","8889","ACTIV NOT ADQU DESC","ZZ","IBM INTERNAL      ","Z","Exclusions","21","Unassigned          ","UNAS",,"WWW ","2016-07-04-05.06.14.067356"
"625","893R","SALES TO PC RETAILERS","ZB","IBM INTERNAL      ","Z","Exclusions","21","Unassigned          ","UNAS",,"USA ","2016-07-04-05.06.14.067356"
"626","9000","Sewage Refuse Disposal, Sanit Similar Activities","UE","Waste       ","U","Energy & Utilities","12","Energy & Utilities  ","COMM","Communications","WWW ","2016-04-05-16.17.59.906441"
"627","9000","FAA LOCAL (WASH DC ONLY)     ","YD","Environ., Transp. & Pub. Works    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USU ","2016-07-04-05.06.14.067356"
"628","9001","FAA-NATIONAL      ","YD","Environ., Transp. & Pub. Works    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"629","9002","VETERANS ADMINISTRATION     ","YB","Social Services     ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"630","9003","TREASURY DEPT      ","YA","Finance and Administration    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"631","9004","IRS        ","YA","Finance and Administration    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"632","9005","GSA        ","YA","Finance and Administration    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"633","9006","SECURITY AND EXCHANGE COMMISSION(SEC)   ","YA","Finance and Administration    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"634","9007","NRC        ","YD","Environ., Transp. & Pub. Works    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"635","9008","FAA-NATIONAL ADMIN.      ","YD","Environ., Transp. & Pub. Works    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"636","9009","FINANCIAL MANAGEMENT SERVICES    ","YA","Finance and Administration    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"637","9010","BANKS / FDIC      ","YA","Finance and Administration    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"638","9011","H & HS HRSA/ADAMHA      ","YB","Social Services     ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"639","9012","SBA/FTC       ","YA","Finance and Administration    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"640","9013","FARM CREDIT ADMIN      ","YD","Environ., Transp. & Pub. Works    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"641","9014","DHS BTS TSA       ","YD","Environ., Transp. & Pub. Works    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"642","9015","COMMERCE       ","YG","Scientific      ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"643","9016","NOAA       ","YG","Scientific      ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"644","9017","US COAST GUARD      ","YD","Environ., Transp. & Pub. Works    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"645","9018","EPA        ","YD","Environ., Transp. & Pub. Works    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"646","9019","AGRICULTURE       ","YD","Environ., Transp. & Pub. Works    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"647","901F","NFM/FSD COMPLEX SYS ORG     ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"648","9020","NASA SPACE SCIENCE      ","YG","Scientific      ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"649","9021","NASA RESEARCH      ","YG","Scientific      ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"650","9022","NASA MAND SPACE      ","YG","Scientific      ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"651","9023","ERDA/CONTR       ","YG","Scientific      ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"652","9024","INTERIOR DEPT      ","YD","Environ., Transp. & Pub. Works    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"653","9025","GEOLOGICAL SURVEY      ","YD","Environ., Transp. & Pub. Works    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"654","9026","TVA        ","YD","Environ., Transp. & Pub. Works    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"655","9027","NASA GODDARD      ","YG","Scientific      ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"656","9028","ENERGY INFO. ADMIN.      ","YD","Environ., Transp. & Pub. Works    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"657","9029","SMITHSONIAN/NAS/EEOC     ","YA","Finance and Administration    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"658","9030","FED.CHART.INDIAN TRIBES     ","YD","Environ., Transp. & Pub. Works    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"659","9031","OFFICE OF PERSONNEL MGT.(OPM)    ","YB","Social Services     ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"660","9032","INDEP. AGY.       ","YA","Finance and Administration    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"661","9033","EDUCATION       ","YB","Social Services     ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"662","9034","H&HS/HCFA       ","YB","Social Services     ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"663","9035","H&HS/NIH       ","YB","Social Services     ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"664","9036","H&HS/ADMIN       ","YB","Social Services     ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"665","9037","H&HS/NAT.LIB.MED.      ","YB","Social Services     ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"666","9038","H&HS PCC INDIAN HEALTH/FDA     ","YB","Social Services     ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"667","9039","H&HS NIH/RJE      ","YB","Social Services     ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"668","9040","LABOR       ","YB","Social Services     ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"669","9041","HOUSE URBAN DEV      ","YB","Social Services     ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"670","9042","RESTRICTED AIRFORCE SECURITY    ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"671","9043","RESTRICTED SAM      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"672","9044","ARMY RFP 28W ONLY      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"673","9045","AF LESSER COMDS AND OVERSEAS    ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"674","9046","AAFES DOMESTIC      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"675","9047","AAFES OVERSEAS      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"676","9048","ARMY PENTAGON/LOCAL      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"677","9049","NA 1/CP1 (US NAVY 1)     ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"678","9050","NAV TELECOMMUNICATIONS CMD     ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"679","9051","NAV SPAWAR/LABS      ","YG","Scientific      ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"680","9052","AF NON-AP FND      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"681","9053","CENSUS/PAT/NBS      ","YA","Finance and Administration    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"682","9054","FAA-DRA       ","YD","Environ., Transp. & Pub. Works    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"683","9055","ARMY-FORSCOM      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"684","9056","NASA SPACE STATION      ","YG","Scientific      ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"685","9057","FCC/ICC       ","YC","Public Safety and Justice    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"686","9058","H & HS HUMAN SERVICES     ","YB","Social Services     ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"687","9059","TERM. ACQUIS. PROJ.      ","YB","Social Services     ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"688","9060","ARMY AMC/COMMODITY CMD     ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"689","9061","ARMY AMC/LABCOM      ","YG","Scientific      ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"690","9062","ARMY AMC/DEPOTS      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"691","9063","ARMY PANAMA       ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"692","9064","ARMY AMC/TECOM      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"693","9065","RESTRICTED 1      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"694","9066","ARMY-VIABLE 28W ONLY     ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"695","9067","ARMY PERSONNEL      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"696","9068","ARMY FINANCE      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"697","9069","ARMY MEDICAL      ","YB","Social Services     ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"698","9070","US SECRET SERVICE      ","YC","Public Safety and Justice    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"699","9071","ARMY RFP 28W ONLY      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"700","9072","EUROPE 5TH SIGNAL      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"701","9073","PACIFIC 5TH SIGNAL      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"702","9074","ARMY PACIFIC      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"703","9075","ARMY EUROPE       ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"704","9076","SPAR       ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"705","9077","ARMY MISC COMMANDS      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"706","9078","ARMY-TRADOC       ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"707","9079","ARMY MTMC       ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"708","9080","DEF INVESTIGATIVE UNITS     ","YC","Public Safety and Justice    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"709","9081","ARMY AMC/CORPS OF ENGINEERS     ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"710","9082","ARMY ISEC FT BELVOIR     ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"711","9083","ARMY NATIONAL GUARD      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"712","9084","ARMY RESERVES      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"713","9085","FAA LOCAL ADMIN (WASH DC ONLY)    ","YD","Environ., Transp. & Pub. Works    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"714","9086","NA 1/CP2 (US NAVY 2)     ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"715","9087","OFFICE OF SECY OF DEFENSE (OSD)    ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"716","9088","MINT/BEP       ","YA","Finance and Administration    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"717","9089","USIA       ","YC","Public Safety and Justice    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"718","9090","NAV EDUC/TRAINING CMD     ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"719","9091","NAV PERSONNEL/FINANCE     ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"720","9092","NAV ELECTRONICS CMD      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"721","9093","NAV LABS/R&D CENTERS     ","YG","Scientific      ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"722","9094","NAV CONTRACTORS      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"723","9095","NAV MEDICAL CMD      ","YB","Social Services     ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"724","9096","PEACE CORPS       ","YC","Public Safety and Justice    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"725","9097","NAV CNO/OPERATING FORCES     ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"726","9098","NAV SEA SYSTEMS CMD      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"727","9099","SWPS PROJECT (SAC)      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"728","9100","NAV FACILITIES CMD      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"729","9101","NAV NCTC       ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"730","9102","NAV MILITARY SEALIFT CMD     ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"731","9103","NAV OCEANOGRAPHY CMD     ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"732","9104","NAV RESERVE CMD      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"733","9105","NAV MATERIAL HEADQUARTERS     ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"734","9106","USPS FLD/OP SPT      ","YF","Postal       ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"735","9107","NAV SUPPLY SYSTEMS CMD     ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"736","9108","NAV AIR SYSTEMS CMD      ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"737","9109","OFF OF JOINT CHFS STAFF (DJCS)    ","YE","Defense and National Security    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"738","9110","NIS        ","YC","Public Safety and Justice    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"739","9111","Activities of Business/Employers Organization  ","KZ","Associations      ","K","Media & Entertainment","05","Media&Entertainment ","COMM","Communications","WWW ","2016-04-05-16.17.59.906441"
